Predicted AoA (norm),Word
0.398190975189209,-abbau
0.2294025421142578,-abdeckung
-0.5729653239250183,-abendessen
0.00853576511144638,-abgabe
0.8908321261405945,-abgang
1.007495641708374,-abhängigkeit
-0.1495296061038971,-ablagerung
-0.07955782860517502,-ableitung
1.1654118299484253,-abläufe
1.368098258972168,-abschlüsse
-0.07955782860517502,-abschnitt
1.0636078119277954,-absolventen
0.36306631565093994,-abteilung
0.6493189930915833,-abteilungen
0.8792368769645691,-abwicklung
-0.07955782860517502,-accessoires
1.0197595357894897,-account
0.8037870526313782,-achtung
0.33138713240623474,-adapter
1.3862725496292114,-administration
1.200850009918213,-administratoren
0.2610625922679901,-adresse
0.47603660821914673,-adressen
0.27043357491493225,-agenten
1.3587020635604858,-agenturen
-0.07955782860517502,-aktienindex
0.5705127120018005,-aktionen
0.4313881993293762,-aktivieren
-0.07955782860517502,-aktivität
0.536289393901825,-aktivitäten
0.8644270300865173,-aktoren
1.0507251024246216,-alben
0.47062212228775024,-album
0.9972606301307678,-all
0.4938918948173523,-aluminium
0.5303629040718079,-amerikanischen
1.234434962272644,-analyse
-0.07955782860517502,-analysen
1.4000862836837769,-analysetools
0.9387646317481995,-anbieter
0.6825359463691711,-anbietern
0.049033232033252716,-anbindung
0.020477019250392914,-anforderungen
-0.07955782860517502,-anfänger
1.0126023292541504,-angaben
0.34243205189704895,-angebot
-0.07955782860517502,-angebote
0.09108566492795944,-angeboten
-0.07955782860517502,-anhänger
-0.194158673286438,-animation
-0.023037396371364594,-anlage
0.42143523693084717,-anlagen
0.8309906125068665,-anmeldung
-0.5657595992088318,-annehmlichkeiten
0.16139522194862366,-anordnung
-0.07955782860517502,-anpassung
0.8020586371421814,-ansatz
-0.2473166286945343,-anschluss
-0.3640303313732147,-anschlüsse
0.7309957146644592,-ansicht
0.783509373664856,-ansichten
0.797025740146637,-anteil
-0.07955782860517502,-antrieb
0.8111134171485901,-anweisung
0.2311781644821167,-anweisungen
0.8734723925590515,-anwender
1.101258397102356,-anwendern
0.5857403874397278,-anwendung
-0.07955782860517502,-anwendungen
0.6317107081413269,-anzahl
